id,ball1,ball2,ball3,ball4,team_code,team_name,team_sequence
866,5,10,11,12,TOR,Toronto,71
867,5,10,11,13,CHI,Chicago,117
868,5,10,11,14,CHI,Chicago,118
869,5,10,12,13,SEA,Seattle,66
870,5,10,12,14,WPG,Winnipeg,54
871,5,10,13,14,STL,St. Louis,24
872,5,11,12,13,CHI,Chicago,119
873,5,11,12,14,NYR,NY Rangers,105
874,5,11,13,14,VAN,Vancouver,160
875,5,12,13,14,NJD,New Jersey,21
876,6,7,8,9,VAN,Vancouver,161
877,6,7,8,10,CGY,Calgary,83
878,6,7,8,11,VAN,Vancouver,162
879,6,7,8,12,WPG,Winnipeg,55
880,6,7,8,13,VAN,Vancouver,163
881,6,7,8,14,CGY,Calgary,84
